4596,FARO,PA
4600,CACIMBAS,PB
4618,GURUPÁ,PA
4626,CAJAZEIRINHAS,PB
4634,Igarapé-Açu,PA
4642,CAPIM,PB
4650,Igarapé-Miri,PA
4677,Inhangapi,PA
4685,CASSERENGUE,PB
4693,Iritúia,PA
4707,CATURITE,PB
4715,Itaituba,PA
4723,COXIXOLA,PB
4731,Itupiranga,PA
4758,Jacunda,PA
4766,CURRAL DE CIMA,PB
4774,JURUTI,PA
4782,DAMIÃO,PB
4790,Limoeiro do Ajuru,PA
4804,GADO BRAVO,PB
4812,Magalhães Barata,PA
4839,Marabá,PA
4847,MARCAÇÃO,PB
4855,Maracanã,PA
4863,Marizópolis,PB
4871,Marapanim,PA
4898,MELGACO,PA
4910,Mocajuba,PA
4928,MATUREIA,PB
4936,Moju,PA
4952,MONTE ALEGRE,PA
4960,POÇO DANTAS,PB
4979,MUANA,PA
4995,Nova Timboteua,PA
5002,PEDRO RÉGIS,PB
5010,OBIDOS,PA
5029,RIACHÃO,PB
5037,Oeiras do Pará,PA
5045,RIAÇHÃO DO BACAMARTE,PB
5053,ORIXIMINA,PA
5061,RIAÇHÃO DO POÇO,PB
5070,Ourém,PA
5088,RIACHO DE SANTO ANTONIO,PB
5096,Paragominas,PA
5100,SANTA CECILIA,PB
5118,Peixe-Boi,PA
5134,PONTE DE PEDRAS,PA
5142,SANTAREM,PB
5150,PORTEL,PA
5177,Porto de Moz,PA
5185,SAO BENTINHO,PB
5193,PRAINHA,PA
5207,SAO DOMINGOS DO CARIRI,PB
5215,Primavera,PA
5231,Salinópolis,PA
5240,SAO FRANCISCO,PB
5258,SALVATERRA,PA
5274,SANTA CRUZ DO ARARI,PA
5282,SÃO JOSÉ DE PRINCESA,PB
5290,Santa Isabel do Pará,PA
5304,SÃO JOSÉ DO BREJO DA CRUZ,PB
5312,Santa Maria do Pará,PA
5339,Santana do Araguaia,PA
5355,SANTAREM,PA
5371,Santarém Novo,PA
5380,TENÓRIO,PB
5398,Santo Antônio do Tauá,PA
5410,São Caetano de Odivelas,PA
5436,São Domingos do Capim,PA
5444,ARACOIABA,PE
5452,São Félix do Xingu,PA
5460,CASINHAS,PE
5479,São Francisco do Pará,PA
5487,JAQUEIRA,PE
5495,São João do Araguaia,PA
5509,Jatobá,PE
5517,São Miguel do Guamá,PA
5525,Lagoa Grande,PE
5533,SAO SEBASTIAO DA BOA VISTA,PA
5541,MANARI,PE
5550,Senador José Porfírio,PA
5568,SANTA FILOMENA,PE
5576,SOURE,PA
5584,Tamandare,PE
5592,Tomé-Açú,PA
5606,CAMPESTRE,AL
5614,Tucurui,PA
5630,Vigia,PA
5649,ALTO CAPARAO,MG
5657,Viseu,PA
5673,Redenção,PA
5681,ARICANDUVA,MG
5690,Rio Maria,PA
5703,BERIZAL,MG
5711,Xinguara,PA
5720,BONITO DE MINAS,MG
5738,Rondon do Pará,PA
5746,BM,MG
5754,Bom Jesus do Tocantins,PA
5762,Bugre,MG
5770,Brejo Grande do Araguaia,PA
5789,CABECEIRA GRANDE,MG
5797,Concórdia do Pará,PA
5800,CAMPO AZUL,MG
5819,Curionópolis,PA
5827,CANTAGALO,MG
5835,Dom Eliseu,PA
5851,Garrafão do Norte,PA
5860,CATUTI,MG
5878,Mãe do Rio,PA
5886,Chapada Gaúcha,MG
5894,Medicilândia,PA
5908,CONEGO MARINHO DE MINAS,MG
5916,Ourilândia do Norte,PA
5924,Confins,MG
5932,Pacajá,PA
5940,Corrego Fundo,MG
5959,Parauapebas,PA
5967,CRISOLITA,MG
5975,Rurópolis,PA
5991,Santa Maria das Barreiras,PA
6009,CURRAL DE DENTRO,MG
6017,Amapá,AP
6025,DELTA,MG
6033,Calcoene,AP
6041,Divisa Alegre,MG
6050,Macapá,AP
6068,DOM BOSCO,MG
6076,Mazagão,AP
6084,FRANCISCOPOLIS,MG
6092,Oiapoque,AP
6114,Ferreira Gomes,AP
6122,Fruta de Leite,MG
6130,Laranjal do Jari,AP
6149,GAMELEIRAS,MG
6157,Santana,AP
6165,Glaucilândia,MG
6173,Tartarugalzinho,AP
6190,São Geraldo do Araguaia,PA
6203,GOIANA,MG
6211,Ipixuna do Pará,PA
6220,GUARACIAMA,MG
6238,Ulianopolis,PA
6254,Breu Branco,PA
6270,Goianésia do Pará,PA
6289,INDAIABIRA,MG
6297,Novo Repartimento,PA
6300,JAPONVAR,MG
6319,Jacareaçanga,PA
6327,JENIPAPO DE MINAS,MG
6335,Novo Progresso,PA
6343,JOSÉ GONÇALVES DE MINAS,MG
6351,Trairão,PA
6378,TERRA SANTA,PA
6394,Brasil Novo,PA
6408,JUVENILIA,MG
6416,Vitória do Xingu,PA
6424,LEME DO PRADO,MG
6432,Acrelândia,AC
6459,Bujari,AC
6467,LUISLANDIA,MG
6475,Capixaba,AC
6483,Mário Campos,MG
6491,Porto Acre,AC
6505,MARTINS SOARES,MG
6513,Epitaciolândia,AC
6530,Jordão,AC
6548,MF,MG
6556,Marechal Thaumaturgo,AC
6564,NAQUE,MG
6572,Porto Walter,AC
6599,Rodrigues Alves,AC
6602,NINHEIRA,MG
6610,Santa Rosa,AC
6637,AMAPARI,AP
6653,Serra do Navio,AP
6670,Cutias,AP
6688,NOVORIZONTE,MG
6696,Itaubal,AP
6718,Porto Grande,AP
6726,ORATÓRIOS,MG
6734,Pracuúba,AP
6742,ORIZANIA,MG
6750,Alto Paraíso,RO
6769,PADRE CARVALHO,MG
6777,Cacaulandia,RO
6785,PAI PEDRO,MG
6793,Campo Novo de Rondônia,RO
6807,PATIS,MG
6815,Candeias do Jamari,RO
6823,PB,MG
6831,ITAPUA DO OESTE,RO
6840,PERIQUITO,MG
6858,Monte Negro,RO
6874,Rio Crespo,RO
6882,PINGO D´AGUA,MG
6890,NOVO HORIZONTE DO OESTE,RO
6904,PINTOPOLIS,MG
6912,Castanheiras,RO
6920,PONTO CHIQUE,MG
6939,Governador Jorge Teixeira,RO
6947,PONTO DOS VOLANTES,MG
6955,Ministro Andreazza,RO
6963,REDUTO,MG
6971,Mirante da Serra,RO
6980,RL,MG
6998,Seringueiras,RO
7005,SBMV,MG
7013,Afonso Cunha,MA
7021,SANTA CRUZ DE MINAS,MG
7030,Alcântara,MA
7048,SANTA CRUZ DE SALINAS,MG
7056,Aldeias Altas,MA
7064,SANTA HELENA DE MINAS,MG
7072,Altamira do Maranhão,MA
7099,Alto Parnaíba,MA
7110,Amarante do Maranhão,MA
7137,Anajatuba,MA
7145,SAO GERALDO DE BAIXIO,MG
7153,Anapurús,MA
7170,Araioses,MA
7188,SÃO JOÃO DAS MISSÕES,MG
7196,Arari,MA
7200,SAO JOAO DO PACUI,MG
7218,Axixá,MA
7226,São Joaquim de Bicas,MG
7234,Bacabal,MA
7242,SAO JOSE DA BARRA,MG
7250,Bacuri,MA
7277,Balsas,MA
7293,Barão de Grajaú,MA
7307,Sarzedo,MG
7315,Barra do Corda,MA
7323,SETUBINHA,MG
7331,Barreirinhas,MA
7358,Benedito Leite,MA
7374,Bequimão,MA
7390,Brejo,MA
7404,TOCOS DO MOJI,MG
7412,Buriti,MA
7420,UM,MG
7439,Buriti Bravo,MA
7447,Uruana de Minas,MG
7455,Cajapió,MA
7463,Vargem Alegre,MG
7471,Cajari,MA
7480,VARGEM GRANDE DO RIO PARDO,MG
7498,Cândido Mendes,MA
7501,Varjão de Minas,MG
7510,Cantanhede,MA
7528,VERDELÂNDIA,MG
7536,Carolina,MA
7544,VEREDINHA,MG
7552,Carutapera,MA
7560,Vermelho Novo,MG
7579,Caxias,MA
7587,BREJETURA,ES
7595,Cedral,MA
7609,MARATAÍZES,ES
7617,Chapadinha,MA
7625,PONTO BELO,ES
7633,Codó,MA
7641,SAO ROQUE DO CANAA,ES
7650,Coelho Neto,MA
7668,Sooretama,ES
7676,Colinas,MA
7684,VILA VALERIO,ES
7692,Coroatá,MA
7706,ARMACAO DE BUZIOS,RJ
7714,Cururupu,MA
7722,CARAPEBUS,RJ
7730,Dom Pedro,MA
7749,Iguaba Grande,RJ
7757,Duque Bacelar,MA
7765,Macuco,RJ
7773,Esperantinópolis,MA
7781,PINHEIRAL,RJ
7790,Fortaleza dos Nogueiras,MA
7803,Porto Real,RJ
7811,Fortuna,MA
7820,São Francisco de Itabapoana,RJ
7838,Godofredo Viana,MA
7854,Gonçalves Dias,MA
7862,SEROPÉDICA,RJ
7870,Governador Archer,MA
7889,Tanguá,RJ
7897,Governador Eugênio Barros,MA
7900,Arco-Iris,SP
7919,Graça Aranha,MA
7927,BREJO ALEGRE,SP
7935,Grajaú,MA
7943,CANAS,SP
7951,Guimarães,MA
7960,FERNAO,SP
7978,Humberto de Campos,MA
7986,Gavião Peixoto,SP
7994,Icatu,MA
8010,Igarapé Grande,MA
8028,JUMIRIM,SP
8036,Imperatriz,MA
8052,São Luis Gonzaga do Maranhão,MA
8079,Itapecuru Mirim,MA
8095,João Lisboa,MA
8117,Joselândia,MA
8133,Lago da Pedra,MA
8141,PRATANIA,SP
8150,Lago do Junco,MA
8168,QUADRA,SP
8176,Lago Verde,MA
8192,Lima Campos,MA
8206,SCE,SP
8214,Loreto,MA
8230,Luis Domingues,MA
8257,Magalhães de Almeida,MA
8265,TRABIJU,SP
8273,Mata Roma,MA
8281,VB,SP
8290,Matinha,MA
8303,ARAPUA,PR
8311,Matões,MA
8338,Mirador,MA
8346,BELA VISTA DA CAROBA,PR
8354,Mirinzal,MA
8362,BOA VENTURA DE SÃO ROQUE,PR
8370,Monção,MA
8389,BOM JESUS DO SUL,PR
8397,Montes Altos,MA
8400,CAMPINA DO SIMÃO,PR
8419,Morros,MA
8427,Campo Magro,PR
8435,Nina Rodrigues,MA
8443,CARAMBEI,PR
8451,Nova Iorque,MA
8460,CORONEL DOMINGOS SOARES,PR
8478,Olho D´Água das Cunhãs,MA
8486,CRUZMALTINA,PR
8494,Paço do Luimar,MA
8516,Palmeirândia,MA
8524,ESPIGÃO ALTO DO IGUAÇU,PR
8532,Paraibano,MA
8540,FERNANDES PINHEIRO,PR
8559,Parnarama,MA
8567,Foz do Jordão,PR
8575,Passagem Franca,MA
8583,GOIOXIM,PR
8591,Pastos Bons,MA
8605,GUAMIRANGA,PR
8613,Pedreiras,MA
8621,IMBAÚ,PR
8630,Penalva,MA
8648,MANFRINOPOLIS,PR
8656,Peri-Mirim,MA
8664,MARQUINHO,PR
8672,Pindaré Mirim,MA
8680,PEROBAL,PR
8699,Pinheiro,MA
8702,PONTAL DO PARANÁ,PR
8710,Pio XII,MA
8729,PORTO BARREIRO,PR
8737,Pirapemas,MA
8745,Prado Ferreira,PR
8753,Poção de Pedras,MA
8761,QUARTO CENTENÁRIO,PR
8770,Porto Franco,MA
8796,Presidente Dutra,MA
8800,RIO BRANCO DO IVAI,PR
8818,Presidente Juscelino,MA
8826,Serranópolis do Iguaçu,PR
8834,Presidente Vargas,MA
8842,TAMARANA,PR
8850,Primeira Cruz,MA
8869,alto bela vista,SC
8877,Riachão,MA
8885,BALNEÁRIO ARROIO DO SILVA,SC
8893,São José de Ribamar,MA
8907,BALNEARIO GAIVOTA,SC
8915,Rosário,MA
8923,BANDEIRANTE,SC
8931,Sambaiba,MA
8940,BB,SC
8958,Santa Helena,MA
8966,BELA VISTA DO TOLDO,SC
8974,Santa Luzia,MA
8982,BOCAINA DO SUL,SC
8990,Santa Quitéria do Maranhão,MA
9008,BOM JESUS,SC
9016,Santa Rita,MA
9024,BOM JESUS DO OESTE,SC
9032,Santo Antônio dos Lopes,MA
9040,BRUNÓPOLIS,SC
9059,São Benedito do Rio Preto,MA
9075,São Bento,MA
9091,São Bernardo,MA
9113,São Domingos do Maranhão,MA
9121,ENTRE RIOS,SC
9130,São Félix de Balsas,MA
9148,ERMO,SC
9156,São Francisco do Maranhão,MA
9164,FLOR DO SERTAO,SC
9172,São João Batista,MA
9180,FREI ROGÉRIO,SC
9199,São João dos Patos,MA
9202,IBIAM,SC
9210,São Luis,MA
9229,IOMERE,SC
9237,São Mateus do Maranhão,MA
9253,São Raimundo das Mangabeiras,MA
9261,LUZERNA,SC
9270,São Vicente Ferrer,MA
9288,PAIAL,SC
9296,Sítio Novo,MA
9318,Sucupira do Norte,MA
9326,PALMEIRA,SC
9334,Tasso Fragoso,MA
9342,PRINCESA,SC
9350,Timbiras,MA
9369,SALTINHO,SC
9377,Timon,MA
9385,STP,SC
9393,Tuntum,MA
9415,Turiaçu,MA
9423,SÃO BERNARDINO,SC
9431,Tutóia,MA
9440,São Pedro de Alcântara,SC
9458,Urbano Santos,MA
9474,Vargem Grande,MA
9482,Treviso,SC
9490,Viana,MA
9504,ZORTÉA,SC
9512,Vitória do Mearim,MA
9520,ARARICÁ,RS
9539,Vitorino Freire,MA
9547,BALNEARIO PINHAL,RS
9555,Bom Jardim,MA
9563,BARRA DO QUARAI,RS
9571,Santa Inês,MA
9598,Paulo Ramos,MA
9601,Boa Vista do Sul,RS
9610,Açailândia,MA
9628,Capivari do Sul,RS
9636,Estreito,MA
9644,CARAÁ,RS
9652,Careiro da Várzea,AM
9660,CERRITO,RS
9679,Guajará,AM
9687,Chuí,RS
9695,Apui,AM
9717,Teotônio Vilela,AL
9725,CRISTAL DO SUL,RS
9733,Forquilhinha,SC
9741,DILERMANDO DE AGUIAR,RS
9750,Theobromaa,RO
9768,DOM PEDRO DE ALCÂNTARA,RS
9776,Urupá,RO
9784,DOUTOR RICARDO,RS
9792,Vale do Paraiso,RO
9806,Esperança do Sul,RS
9814,Corumbiara,RO
9822,ESTRELA VELHA,RS
9830,Catunda,CE
9857,Jijoca de Jericoacoara,CE
9865,FLORIANO PEIXOTO,RS
9873,Fortim,CE
9881,Herveiras,RS
9890,Ararendá,CE
9903,ITAARA,RS
9911,Itaitinga,CE
9920,JARI,RS
9938,Choró,CE
9946,MAÇAMBARA,RS
9954,Coivaras,PI
9970,Jardim do Mulato,PI
9989,MARQUES DE SOUZA,RS
9997,Lagoa Alegre,PI
10014,Agricolândia,PI
10022,MUITOS CAPOES,RS
10030,Água Branca,PI
10049,NOVA CANDELARIA,RS
10057,Alto Longa,PI
10065,Nova Ramada,RS
10073,Altos,PI
10081,NOVO CABRAIS,RS
10090,Amarante,PI
10103,PASSA SET,RS
10111,Angical do Piauí,PI
10120,SENADOR SALGADO FILHO,RS
10138,Anisio de Abreu,PI
10146,SETE DE SETEMBRO,RS
10154,Antonio Almeida,PI
10162,TABAI,RS
10170,Aroazes,PI
10189,Toropi,RS
10197,Arraial,PI
10200,TURUÇU,RS
10219,Avelino Lopes,PI
10227,UBIRETAMA,RS
10235,Barras,PI
10243,UNISTALDA,RS
10251,Barreiras do Piauí,PI
10260,VALE VERDE,RS
10278,Barro Duro,PI
10286,VESPASIANO CORREA,RS
10294,Batalha,PI
10308,VILA LANGARO,RS
10316,Beneditinos,PI
10324,CAMPOS DE JULHO,MT
10332,Bertolina,PI
10340,CARLINDA,MT
10359,Bocaina,PI
10367,FELIZ NATAL,MT
10375,Bom Jesus,PI
10383,GAÚCHA DO NORTE,MT
10391,Buriti dos Lopes,PI
10405,NOVA LACERDA,MT
10413,Campínas do Piauí,PI
10421,NOVA UBIRATÃ,MT
10430,Campo Maior,PI
10448,NOVO MUNDO,MT
10456,Canto do Buriti,PI
10464,Sapezal,MT
10472,Capitão de Campos,PI
10480,UNIAO DO SUL,MT
10499,Caracol,PI
10502,Abadia de Goiás,GO
10510,Castelo do Piauí,PI
10529,Águas Lindas de Goiás,GO
10537,Cocal,PI
10545,AMRALINA,GO
10553,Conceição do Canindé,PI
10561,BONÓPOLIS,GO
10570,Corrente,PI
10588,NOVO GAMA,GO
10596,Cristalândia do Piauí,PI
10600,Porteirão,GO
10618,Cristino Castro,PI
10634,Curimatã,PI
10642,SÃO PATRÍCIO,GO
10650,Demerval Lobão,PI
10669,Valparaiso de Goiás,GO
10677,Dom Expedito Lopes,PI
10685,Vila Propício,GO
10693,Elesbão Veloso,PI
10715,Eliseu Martins,PI
10723,GG,GO
10731,Esperantina,PI
10740,IPIRANGA DE GOIAS,GO
10758,Flores do Piauí,PI
10766,Lagoa Santa,GO
10774,Floriano,PI
10782,BOM JESUS DO ARAGUAIA,MT
10790,Francinópolis,PI
10804,COLNIZA,MT
10812,Francisco Ayres,PI
10820,CONQUISTA D´OESTE,MT
10839,Francisco Santos,PI
10847,CURVELÂNDIA,MT
10855,Fronteiras,PI
10863,NOVA NAZARÉ,MT
10871,Gilbués,PI
10880,NOVA SANTA HELENA,MT
10898,Guadalupe,PI
10901,NOVO SANTO ANTONIO,MT
10910,Hugo Napoleão,PI
10928,RONDOLANDIA,MT
10936,Inhuma,PI
10944,SANTA CRUZ DO XINGU,MT
10952,Ipiranga do Piauí,PI
10960,SANTA RITA DO TRIVELATO,MT
10979,Isaias Coelho,PI
10995,Itainópolis,PI
11010,Itaueira,PI
11029,VALE DE SÃO DOMINGOS,MT
11037,Jaicós,PI
11053,Jerumenha,PI
11070,Joaquim Pires,PI
