60013,2A. AUDITORIA DA AERONAUTICA DA 1A. CJM,
60014,1A. AUDITORIA DA 2A. CJM,
60015,2A. AUDITORIA DA 2A. CJM,
60016,3A. AUDITORIA DA 2A. CJM,
60017,AUDITORIA DA 5A. CJM,75353
60018,STM-1A.AUDITORIA DA 3A.CJM/RS,88013
60019,STM-2A.AUDITORIA DA 3A.CJM/RS,85316
60020,STM-3A.AUDITORIA DA 3A.CJM/RS,88412
60021,STM/AUDITORIA DA 12A. CJM,2550
60022,AUDITORIA DE CORREICAO,
60023,AUDITORIA DA 11A. CJM,
60024,3A. AUDITORIA DO EXERCITO DA 1A. CJM,
60025,STM/SETORIAL DE ORCAMENTO E PROG.FINANCEIRA,97012
60026,STM/SETORIAL DE AUDITORIA,97012
60027,STM/SETORIAL DE CONTABILIDADE,97012
60028,STM-DIRETORIA FORO - 1A. CJM/RJ,60011
60029,JMF/DIR. DO FORO - 2A. CJM,71072
60030,DIRETORIA DO FORO DA 11ª CJM,97012
70001,TSE _ TRIBUNAL SUPERIOR ELEITORAL/SEC.ADM/DF,97012
70002,TRIBUNAL REGIONAL ELEITORAL DO ACRE,1392
70003,TRIBUNAL REGIONAL ELEITORAL DO AMAZONAS,2550
70004,TRIBUNAL REGIONAL ELEITORAL DO PARA,4278
70005,TRIBUNAL REGIONAL ELEITORAL DO MARANHAO,9210
70006,TRIBUNAL REGIONAL ELEITORAL DO PIAUI,12190
70007,TRIBUNAL REGIONAL ELEITORAL DO CEARA,13897
70008,TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE,17612
70009,TRE-TRIBUNAL REGIONAL ELEITORAL DA PARAIBA/PB,20516
70010,TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO,25313
70011,TRIBUNAL REGIONAL ELEITORAL DE ALAGOAS,27855
70012,TRIBUNAL REGIONAL ELEITORAL DE SERGIPE,31054
70013,TRIBUNAL REGIONAL ELEITORAL DA BAHIA,38490
70014,TRE-TRIBUNAL REGIONAL ELEITORAL/MG,41238
70015,TRIBUNAL REGIONAL ELEITORAL DO ESPIRITO SANTO,57053
70016,TRIBUNAL REGIONAL ELEITORAL DE MATO G.DO SUL,90514
70017,TRIBUNAL REGIONAL ELEITORAL DO RIO DE JANEIRO,60011
70018,TRIBUNAL REGIONAL ELEITORAL DE SAO PAULO,71072
70019,TRIBUNAL REGIONAL ELEITORAL DO PARANA,75353
70020,TRIBUNAL REGIONAL ELEITORAL DE SANTA CATARINA,81051
70021,TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO SUL,88013
70022,TRE-TRIBUNAL REGIONAL ELEITORAL/MT,90670
70023,TRIBUNAL REGIONAL ELEITORAL DE GOIAS,93734
70024,TRIBUNAL REGIONAL ELEITORAL DE RONDONIA,35
70025,TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL,97012
70026,SECRETARIA DE ORCAMENTO E FINANCAS - TSE,97012
70027,TRIBUNAL REGIONAL ELEITORAL/TO,97330
70028,TRIBUNAL REGIONAL ELEITORAL/RR,3018
70029,TRIBUNAL REGIONAL ELEITORAL/AP,6050
70030,SECRETARIA DE CONTROLE INTERNO - TSE,97012
70031,COORDENADORIA DE CONTROLE INTERNO - TRE/AC,1392
70032,COORDENADORIA DE CONTROLE INTERNO - TRE/AL,27855
70033,COORDENADORIA DE CONTROLE INTERNO - TRE/AM,2550
70034,COORDENADORIA DE CONTROLE INTERNO - TRE/AP,6050
70035,COORDENADORIA DE CONTROLE INTERNO - TRE/BA,38490
70036,COORDENADORIA DE CONTROLE INTERNO - TRE/CE,13897
70037,COORDENADORIA DE CONTROLE INTERNO - TRE/DF,97012
70038,COORDENADORIA DE CONTROLE INTERNO - TRE/ES,57053
70039,COORDENADORIA DE CONTROLE INTERNO - TRE/GO,93734
70040,COORDENADORIA DE CONTROLE INTERNO - TRE/MA,9210
70041,COORDENADORIA DE CONTROLE INTERNO - TRE/MG,41238
70042,COORDENADORIA DE CONTROLE INTERNO - TRE/MS,90514
70043,COORDENADORIA DE CONTROLE INTERNO - TRE/MT,90670
70044,COORDENADORIA DE CONTROLE INTERNO - TRE/PA,4278
70045,COORDENADORIA DE CONTROLE INTERNO - TRE/PB,20516
70046,COORDENADORIA DE CONTROLE INTERNO - TRE/PE,25313
70047,COORDENADORIA DE CONTROLE INTERNO - TRE/PI,12190
70048,COORDENADORIA DE CONTROLE INTERNO - TRE/PR,75353
70049,COORDENADORIA DE CONTROLE INTERNO - TRE/RR,3018
70050,COORDENADORIA DE CONTROLE INTERNO - TRE/RO,35
70051,COORDENADORIA DE CONTROLE INTERNO - TRE/RJ,60011
70052,COORDENADORIA DE CONTROLE INTERNO - TRE/RN,17612
70053,COORDENADORIA DE CONTROLE INTERNO - TRE/RS,88013
70054,COORDENADORIA DE CONTROLE INTERNO - TRE/SC,81051
70055,COORDENADORIA DE CONTROLE INTERNO - TRE/SP,71072
70056,COORDENADORIA DE CONTROLE INTERNO - TRE/SE,31054
70057,COORDENADORIA DE CONTROLE INTERNO - TRE/TO,97330
70058,SECRETARIA DE ADMINISTRACAO - TSE - FUNDO,97012
70059,SECRETARIA DE ORCAMENTO E FINANCAS-TSE-FUNDO,97012
70060,SECRETARIA DE INFORMATICA,
70061,ASSESSORIA DE ARQUITETURA E ENGENHARIA,
70062,SECAO DE TRANSPORTE,
70063,ESCOLA JUDICIARIA,
70064,SECRETARIA DE ADMINISTRACAO DO TRE-BA,
70065,SECRETARIA DE INFORMATICA DO TRE-BA,
70066,SECRETARIA DE RECURSOS HUMANOS TRE-BA,
70067,SECRETARIA JUDICIARIA DO TRE-BA,
70068,SECRETARIA DE ORCAMENTO E FINANCAS DO TRE-BA,
70069,SETORIAL CONTABIL DO TRE-SP,
70070,SETORIAL CONTABIL JUSTICA ELEITORAL - SOF/TSE,
70071,ESCOLA JUDICIARIA ELEITORAL DO TRE-TO,
70072,SETORIAL CONTABIL DO TRE-MS,
70073,SETORIAL CONTABIL DO TRE-BA,
70074,SETORIAL CONTABIL DO TRE-SE,
70075,SETORIAL CONTABIL DO TRE-RR,
70076,SETORIAL CONTABIL DO TRE-CE,
70077,SETORIAL CONTABIL DO TRE-PR,
70078,SETORIAL CONTABIL DO TRE-RN,
70079,SETORIAL CONTABIL DO TRE-RO,
70080,SETORIAL CONTABIL DO TRE-AP,
70081,SETORIAL CONTABIL DO TRE-AC,
70082,GABINETE DA PRESIDENCIA DO TRE-BA,
70083,CORREGEDORIA ELEITORAL DO TRE-BA,
70084,SECRETARIA DE ADMIN. E ORCAMENTO DO TRE-TO,
70085,SECRETARIA DE GESTAO DE PESSOAS DO TRE-TO,
70086,SECRETARIA DE TECNOL. DA INFORMACAO DO TRE-TO,
70087,SECRET. JUDICIARIA E GESTAO DA INFORM. TRE-TO,
70088,CORREGEDORIA REGIONAL ELEITORAL DO TRE-TO,
70089,SECAO DE CONTRATOS DO TRE-TO,
70090,SETORIAL CONTABIL DO TRE-PA,
78801,3º ESQUADRãO DE HELICÓPTEROS DE EMPREGO GERAL,2550
80001,TRIBUNAL SUPERIOR DO TRABALHO,97012
80002,TRIBUNAL REGIONAL DO TRABALHO DA 11A.REGIAO,2550
80003,TRIBUNAL REGIONAL DO TRABALHO DA 8A.REGIAO,4278
80004,TRIBUNAL REGIONAL DO TRABALHO DA 7A.REGIAO,13897
80005,13.REG.TRIBUNAL REGIONAL DO TRABALHO/PB,20516
80006,TRIBUNAL REGIONAL DO TRABALHO DA 6A.REGIAO,25313
80007,TRIBUNAL REGIONAL DO TRABALHO DA 5A.REGIAO,38490
80008,TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO,41238
80009,TRIBUNAL REGIONAL DO TRABALHO DA 1A.REGIAO,60011
80010,TRIBUNAL REGIONAL DO TRABALHO DA 2A.REGIAO,71072
80011,TRIBUNAL REGIONAL DO TRABALHO DA 15A.REGIAO,62910
80012,TRIBUNAL REGIONAL DO TRABALHO DA 9A.REGIAO,75353
80013,TRIBUNAL REGIONAL DO TRABALHO DA 12A.REGIAO,81051
80014,TRIBUNAL REGIONAL DO TRABALHO DA 4A.REGIAO,88013
80015,TRIBUNAL REGIONAL DO TRABALHO DA 14A.REGIAO,35
80016,TRIBUNAL REGIONAL DO TRABALHO DA 10A.REGIAO,97012
80017,JUSTICA DO TRABALHO - UO,97012
80018,TRIBUNAL REGIONAL DO TRABALHO DA 16. REGIAO,9210
80019,TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO,57053
80020,TRIBUNAL REGIONAL DO TRABALHO 18A.REG/GO,93734
80021,TRIBUNAL REGIONAL DO TRABALHO DA 21A. REGIAO,17612
80022,TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO,27855
80023,TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO,31054
80024,TRIBUNAL REGIONAL DO TRABALHO DA 22A. REGIAO,12190
80025,TRIBUNAL REGIONAL DO TRABALHO DA 23ª REGIAO,90670
80026,TRIBUNAL REGIONAL DO TRABALHO-24.REG./MS,90514
80027,SETORIAL CONTABIL DA JUSTICA DO TRABALHO,97012
80028,SECRETARIA DE CONTROLE DA JUSTIçA DO TRABALHO,
86713,PREFEITURA MUNICIPAL DE MOGI DAS CRUZES/SP,67130
90001,CONSELHO DA JUSTICA FEDERAL-DF,97012
90002,JUSTICA FEDERAL DE 1A. INSTANCIA/AM,2550
90003,JUSTICA FEDERAL DE PRIMEIRO GRAU - PA,4278
90004,JUSTICA FEDERAL DE 1A. INSTANCIA - MA,9210
90005,SEçãO JUDICIáRIA NO PIAUI,12190
90006,JUSTICA FEDERAL DE 1A. INSTANCIA - CE,13897
90007,JUSTICA FEDERAL DE 1A. INSTANCIA - RN,17612
90008,JUSTICA FEDERAL DE 1A. INSTANCIA - PB,20516
90009,JUSTICA FEDERAL DE 1A. INSTANCIA - PE,25313
90010,JUSTICA FEDERAL DE 1A. INSTANCIA - AL,27855
90011,JUSTICA FEDERAL - SEÇÃO JUDICIÁRIA DE SERGIPE,31054
90012,JUSTICA FEDERAL DE 1A. INSTANCIA - BA,38490
90013,JUSTICA FEDERAL DE PRIMEIRO GRAU EM MG,41238
90014,JUSTICA FEDERAL DE 1A. INSTANCIA - ES,57053
90015,JUSTICA FEDERAL DE 1A. INSTANCIA/MS,90514
90016,JUSTICA FEDERAL DE 1A. INSTANCIA - RJ,60011
90017,JUSTICA FEDERAL DE 1A. INSTANCIA - SP,71072
90018,JUSTICA FEDERAL DE 1A. INSTANCIA - PR,75353
90019,JUSTICA FEDERAL DE 1A. INSTANCIA - SC,81051
90020,JUSTICA FEDERAL DE 1A. INSTANCIA_- RS,88013
90021,JUSTICA FEDERAL DE 1A. INSTANCIA-MT,90670
90022,JUSTICA FEDERAL DE 1A. INSTANCIA/GO,93734
90023,JUSTICA FEDERAL DE PRIMEIRO GRAU - DF,97012
90024,JUSTICA FEDERAL DE 1A. INSTANCIA/AC,1392
90025,JUSTICA FEDERAL DE 1A. INSTANCIA/RO,35
90026,SECRETARIA DO CONSELHO DA JUSTICA FEDERAL-DF,97012
90027,TRIBUNAL REGIONAL FEDERAL-SEC.1A.REG./DF,97012
90028,TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,60011
90029,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO,71072
90030,TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO,88013
90031,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO,25313
90032,SECRETARIA DO T.R.F.DA 1A.REGIAO-ORCAMENTARIA,97012
90033,TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO-ORCAM.,88013
90034,TRIBUNAL REGIONAL FEDERAL DA 2A.REGIAO-ORCAM.,60011
90035,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO-ORCAM.,71072
90036,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO-ORCAM.,25313
90037,JUSTICA FEDERAL DE 1A. INSTANCIA/AP,6050
90038,JUSTICA FEDERAL DE 1A. INSTANCIA/TO,97330
90039,JUSTICA FEDERAL DE 1A. INSTANCIA/RR,3018
90040,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.J.DE FORA,
90041,JUST.FED.DE 1A.INST.-SUBSECAO JUD.UBERLANDIA,
90042,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.UBERABA,
90043,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.DE ILHEUS,35734
90044,JUST.FED.DE 1A.INST.-SUBSECAO JUD.IMPERATRIZ,
90045,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.DE MARABA,
90046,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.SANTAREM,
90047,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO-PR.RPV,71072
90048,TRIBUNAL REGIONAL FEDERAL DA 2A. REG.-PR. RPV,60011
90049,TRIBUNAL REGIONAL FEDERAL DA 1A.REG.-PREC.RPV,
90050,CONSELHO DA JUSTICA FEDERAL,
90051,TRIBUNAL REGIONAL FEDERAL 4ª REGIAO-PREC/RPVS,
90176,SECRETARIA ESTADUAL DE SAúDE DE SãO PAULO,71072
92374,FUND.DE APOIO DES.AO ENS.PESQ.E EXT.UNIV.N/AC,1392
100000,ADMINISTRAçãO GERAL,
100001,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,97012
100002,2A.CIRCUNSCRICAO JUDICIARIA,3018
100003,1A.CIRCUNSCRICAO JUDICIARIA,
100004,2A.CIRCUNSCRICAO JUDICIARIA,
100005,3A.CIRCUNSCRICAO JUDICIARIA,
100006,4A.CIRCUNSCRICAO JUDICIARIA,
100007,5A.CIRCUNSCRICAO JUDICIARIA,
100008,1A.CIRCUNSCRICAO JUDICIARIA,
100009,VARA DA INFANCIA E DA JUVENTUDE DO D.F.,97012
100010,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL/DF,97012
100011,TRIB.DE JUSTICA DO DF-CORREGEDORIA DA JUSTICA,
100012,SESA - TJDF,
100013,TJDF - CORREGEDORIA,
100014,SEJU - TJDF,
100015,SEDI-TJDF,
100016,SECRETARIA DE ASSISTENCIA E BENEFICIOS,
100017,ACS - TRIBUNAL DE JUSTICA DO DF E TERRITORIOS,
100018,SEGD,
100019,SECRETARIA DE RECURSOS HUMANOS - AUXILIOS,
100020,SECRETARIA DE RECURSOS HUMANOS - PESSOAL,
100021,RECURSOS PROPRIOS - TJDFT,
100022,CONVENIOS - TJDFT,
110001,SECRETARIA DE ADMINISTRAÇÃO,97012
110002,SECRETARIA NACIONAL DE POLÍTICAS SOBRE DROGAS,97012
110003,PR-GABINETE SECRETARIA DE CONTROLE INTERNO/DF,97012
110004,COORD.NAC.PARA INT.DA PES.PORT.DE DEFICIENCIA,
110005,COORDENACAO DE PLANEJAMENTO E ORCAMENTO - PR,97012
110006,DIRETORIA DE SISTEMAS E INFORMACAO,97012
110007,SECRET.DE ESTADO DE DESENVOLVIMENTO URBANO/PR,
110008,MINISTÉRIO DA PESCA E AQUICULTURA,97012
110009,SECRETARIA PARTICULAR,
110010,AJUDANCIA DE ORDEM,
110011,ASSESSORIA ESPECIAL,
110012,CERIMONIAL,
110013,SUMAR,
110014,SUBAE,
110015,SUBEX,
110016,SERVICO DE SEGURANCA,
110017,DIRETORIA GERAL,
110018,ASSESSORIA DE ASSUNTOS MUNICIPAIS,
110019,ASSESSORIA DE ASSUNTOS ECONOMICOS,
110020,ASSESSORIA DE ASSUNTOS SOCIAIS,
110021,ASSESSORIA DIPLOMATICA,
110022,ASSESSORIA JURIDICA,
110023,ASSESSORIA LEGISLATIVA,
